sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,review_flags,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,"source CSV: injuryTimeLossCount, injuryIncidenceOverall, totalExposure",,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,999:incidence:overall:main,1041,52127,20,20,19.970456769,,,injuryTimeLossCount,injuryIncidenceOverall,,,,,,,all_injuries,incidence,20,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,false,pending,no_parent_granular_relation_identified_in_frozen_rows,pending,,,,,,,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,match,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,999:incidence:match:main,,11800,54,54,,,,injuryMatchCount,injuryIncidenceMatch,,,,,,,all_injuries,incidence,54,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,pending,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,637.2,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,training,all_injuries_scope_review,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,"source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,999:incidence:training:main,,40327,10,10,,,,injuryTrainingCount,injuryIncidenceTraining,,,,,,,all_injuries,incidence,10,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,pending,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,403.27,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_ankle,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_ankle_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_ankle_incidence,,52127,3.7,3.7,,,,,injuryLocation_ankle_incidence,ankle,,,,,,injuryLocation_ankle,incidence,3.7,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,192.8699,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_foot,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_foot_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_foot_incidence,,52127,0.8,0.8,,,,,injuryLocation_foot_incidence,foot,,,,,,injuryLocation_foot,incidence,0.8,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,41.7016,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_head,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_head_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_head_incidence,,52127,0.6,0.6,,,,,injuryLocation_head_incidence,head,,,,,,injuryLocation_head,incidence,0.6,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,31.2762,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_knee,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_knee_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_knee_incidence,,52127,3.2,3.2,,,,,injuryLocation_knee_incidence,knee,,,,,,injuryLocation_knee,incidence,3.2,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,166.8064,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_lower_leg,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_lower_leg_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_lower_leg_incidence,,52127,2.6,2.6,,,,,injuryLocation_lower_leg_incidence,lower leg,,,,,,injuryLocation_lower_leg,incidence,2.6,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,135.5302,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_lower_limb_overall,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_lower_limb_overall_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_lower_limb_overall_incidence,,52127,17.1,17.1,,,,,injuryLocation_lower_limb_overall_incidence,lower limb overall,,,,,,injuryLocation_lower_limb_overall,incidence,17.1,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,891.3717,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
999,S552,S552,The incidence and burden of time loss injury in Australian men's sub-elite football (soccer): A single season prospective cohort study,10.1016/j.jsams.2018.05.024,S552,Senior,overall,injuryLocation_shoulder,time-loss,source_defined_threshold_unconfirmed,Male,Senior,Semi-professional | Amateur,Australia,Football,injuries/1000 h,days lost/1000 h,player-hours,source construction requires review,,source CSV: injuryLocation_shoulder_incidence,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | detailed_outcome_definition_and_setting_review,999:incidence:overall:injuryLocation_shoulder_incidence,,52127,0.4,0.4,,,,,injuryLocation_shoulder_incidence,shoulder,,,,,,injuryLocation_shoulder,incidence,0.4,,999,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_source_or_overlap_verification,false,true,not_yet_classified,true,source_column_named_outcome,no_parent_granular_relation_identified_in_frozen_rows,pending,,,approximate_count_from_reported_rate,,20.8508,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,1049,25,"2016 season (28-34 weeks; preseason, in-season, finals)",,1,prospective cohort,,,,Time loss,time-loss,,Sports Trainer (PDC),,minimal 1-3 days; mild 4-7 days; moderate 8-28 days; severe >28 days,thigh,muscle injury/strain,hamstring muscle strain,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,,
