analysis_route,metric,setting,outcome_scope,discipline,observations,papers,source_rows
descriptive_only,burden,match,injuryLocation_abdomen,Football,1,1,1
descriptive_only,burden,match,injuryLocation_ankle,Football,1,1,1
descriptive_only,burden,match,injuryLocation_foot,Football,1,1,1
descriptive_only,burden,match,injuryLocation_hand,Football,1,1,1
descriptive_only,burden,match,injuryLocation_head,Football,1,1,1
descriptive_only,burden,match,injuryLocation_hip,Football,1,1,1
descriptive_only,burden,match,injuryLocation_knee,Football,1,1,1
descriptive_only,burden,match,injuryLocation_lower_leg,Football,1,1,1
descriptive_only,burden,match,injuryLocation_lumbosacral,Football,1,1,1
descriptive_only,burden,match,injuryLocation_neck,Football,1,1,1
descriptive_only,burden,match,injuryLocation_shoulder,Football,1,1,1
descriptive_only,burden,match,injuryLocation_thigh,Football,1,1,1
descriptive_only,burden,match,injuryLocation_upper_arm,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_bone_fracture,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_cartilage_injury,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_concussion,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_ligament_joint_capsule,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_muscle_injury,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_superficial_contusion,Football,1,1,1
descriptive_only,burden,match,injuryTissueType_tendon_injury,Football,1,1,1
descriptive_only,burden,overall,all_injuries,Football,17,6,17
descriptive_only,burden,overall,groin,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_abdomen,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_ankle,Football,11,11,11
descriptive_only,burden,overall,injuryLocation_chest,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_elbow,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_foot,Football,11,11,11
descriptive_only,burden,overall,injuryLocation_forearm,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_groin,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_hand,Football,7,7,7
descriptive_only,burden,overall,injuryLocation_head,Football,8,8,8
descriptive_only,burden,overall,injuryLocation_head_neck_overall,Football,3,3,3
descriptive_only,burden,overall,injuryLocation_hip,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_knee,Football,11,11,11
descriptive_only,burden,overall,injuryLocation_lower_leg,Football,11,11,11
descriptive_only,burden,overall,injuryLocation_lower_limb_overall,Football,3,3,3
descriptive_only,burden,overall,injuryLocation_lumbosacral,Football,7,7,7
descriptive_only,burden,overall,injuryLocation_neck,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_position_attacker,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_position_defender,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_position_goalkeeper,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_position_midfielder,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_shoulder,Football,10,10,10
descriptive_only,burden,overall,injuryLocation_side_left,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_side_right,Football,1,1,1
descriptive_only,burden,overall,injuryLocation_thigh,Football,11,11,11
descriptive_only,burden,overall,injuryLocation_trunk_overall,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_upper_arm,Football,2,2,2
descriptive_only,burden,overall,injuryLocation_upper_limb_overall,Football,4,4,4
descriptive_only,burden,overall,injuryLocation_wrist,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_abrasion,Football,1,1,1
descriptive_only,burden,overall,injuryTissueType_bone,Football,4,4,4
descriptive_only,burden,overall,injuryTissueType_bone_fracture,Football,6,6,6
descriptive_only,burden,overall,injuryTissueType_bone_stress,Football,1,1,1
descriptive_only,burden,overall,injuryTissueType_cartilage_injury,Football,6,6,6
descriptive_only,burden,overall,injuryTissueType_cartilage_synovium_bursa,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_concussion,Football,6,6,6
descriptive_only,burden,overall,injuryTissueType_injury_diagnosis,Football,5,4,5
descriptive_only,burden,overall,injuryTissueType_joint_sprain,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_laceration,Football,1,1,1
descriptive_only,burden,overall,injuryTissueType_ligament_joint_capsule,Football,6,6,6
descriptive_only,burden,overall,injuryTissueType_muscle_contusion,Football,2,2,2
descriptive_only,burden,overall,injuryTissueType_muscle_injury,Football,8,8,8
descriptive_only,burden,overall,injuryTissueType_muscle_tendon,Football,5,5,5
descriptive_only,burden,overall,injuryTissueType_nervous,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_non_specific_tissue,Football,2,2,2
descriptive_only,burden,overall,injuryTissueType_superficial_contusion,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_superficial_tissues_skin,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_tendinopathy,Football,3,3,3
descriptive_only,burden,overall,injuryTissueType_tendon_injury,Football,1,1,1
descriptive_only,burden,overall,lower_limb,Football,1,1,1
descriptive_only,burden,overall,restricted_groin_injury,Football,4,2,3
descriptive_only,burden,overall,restricted_hamstring_strain_and_groin_injuries,Football,2,1,2
descriptive_only,burden,overall,restricted_hamstring_strain_injury,Football,2,1,2
descriptive_only,burden,overall,restricted_lower_limb,Football,2,1,2
descriptive_only,burden,overall,restricted_muscle,Football,12,1,4
descriptive_only,burden,training,injuryLocation_abdomen,Football,1,1,1
descriptive_only,burden,training,injuryLocation_ankle,Football,1,1,1
descriptive_only,burden,training,injuryLocation_foot,Football,1,1,1
descriptive_only,burden,training,injuryLocation_hand,Football,1,1,1
descriptive_only,burden,training,injuryLocation_head,Football,1,1,1
descriptive_only,burden,training,injuryLocation_hip,Football,1,1,1
descriptive_only,burden,training,injuryLocation_knee,Football,1,1,1
descriptive_only,burden,training,injuryLocation_lower_leg,Football,1,1,1
descriptive_only,burden,training,injuryLocation_lumbosacral,Football,1,1,1
descriptive_only,burden,training,injuryLocation_neck,Football,1,1,1
descriptive_only,burden,training,injuryLocation_shoulder,Football,1,1,1
descriptive_only,burden,training,injuryLocation_thigh,Football,1,1,1
descriptive_only,burden,training,injuryLocation_upper_arm,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_bone_fracture,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_cartilage_injury,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_concussion,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_ligament_joint_capsule,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_muscle_injury,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_superficial_contusion,Football,1,1,1
descriptive_only,burden,training,injuryTissueType_tendon_injury,Football,1,1,1
descriptive_only,incidence,match,ACL,Football,5,2,5
descriptive_only,incidence,match,all_injuries,Football,62,34,62
descriptive_only,incidence,match,all_injuries,Futsal,2,2,2
descriptive_only,incidence,match,ankle,Football,4,1,4
descriptive_only,incidence,match,hamstring,Football,2,1,2
descriptive_only,incidence,match,injuryLocation_abdomen,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_ankle,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_elbow,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_foot,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_forearm,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_groin,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_hand,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_head,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_head_neck_overall,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_hip,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_knee,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_lower_leg,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_lower_limb_overall,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_lumbosacral,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_neck,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_shoulder,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_thigh,Football,2,2,2
descriptive_only,incidence,match,injuryLocation_thoracic_spine,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_trunk_overall,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_upper_arm,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_upper_limb_overall,Football,1,1,1
descriptive_only,incidence,match,injuryLocation_wrist,Football,1,1,1
descriptive_only,incidence,match,injuryTissueType_bone_fracture,Football,2,2,2
descriptive_only,incidence,match,injuryTissueType_cartilage_injury,Football,1,1,1
descriptive_only,incidence,match,injuryTissueType_concussion,Football,2,2,2
descriptive_only,incidence,match,injuryTissueType_laceration,Football,1,1,1
descriptive_only,incidence,match,injuryTissueType_ligament_joint_capsule,Football,2,2,2
descriptive_only,incidence,match,injuryTissueType_muscle_injury,Football,2,2,2
descriptive_only,incidence,match,injuryTissueType_nervous,Football,1,1,1
descriptive_only,incidence,match,injuryTissueType_non_specific_tissue,Football,1,1,1
descriptive_only,incidence,match,injuryTissueType_superficial_contusion,Football,2,2,2
descriptive_only,incidence,match,injuryTissueType_tendon_injury,Football,2,2,2
descriptive_only,incidence,match,knee,Football,1,1,1
descriptive_only,incidence,match,muscle,Football,1,1,1
descriptive_only,incidence,match,non_contact,Football,2,2,2
descriptive_only,incidence,match,restricted_complete_ACL_rupture_confirmed_by_MRI,Football,1,1,1
descriptive_only,incidence,match,restricted_hamstring_strain_and_groin_injuries,Football,2,1,2
descriptive_only,incidence,overall,all_injuries,Football,45,16,45
descriptive_only,incidence,overall,injuryLocation_abdomen,Football,6,6,6
descriptive_only,incidence,overall,injuryLocation_ankle,Football,53,34,53
descriptive_only,incidence,overall,injuryLocation_ankle,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_chest,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_elbow,Football,2,2,2
descriptive_only,incidence,overall,injuryLocation_foot,Football,37,27,37
descriptive_only,incidence,overall,injuryLocation_foot,Futsal,1,1,1
descriptive_only,incidence,overall,injuryLocation_forearm,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_groin,Football,24,17,24
descriptive_only,incidence,overall,injuryLocation_groin,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_hand,Football,8,8,8
descriptive_only,incidence,overall,injuryLocation_hand,Futsal,1,1,1
descriptive_only,incidence,overall,injuryLocation_head,Football,19,15,19
descriptive_only,incidence,overall,injuryLocation_head_neck_overall,Football,12,8,12
descriptive_only,incidence,overall,injuryLocation_hip,Football,16,13,16
descriptive_only,incidence,overall,injuryLocation_knee,Football,53,36,53
descriptive_only,incidence,overall,injuryLocation_knee,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_lower_leg,Football,44,32,44
descriptive_only,incidence,overall,injuryLocation_lower_leg,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_lower_limb_overall,Football,17,9,17
descriptive_only,incidence,overall,injuryLocation_lower_limb_overall,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_lumbosacral,Football,19,14,19
descriptive_only,incidence,overall,injuryLocation_lumbosacral,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_multiple,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_neck,Football,9,7,9
descriptive_only,incidence,overall,injuryLocation_position_attacker,Football,11,6,11
descriptive_only,incidence,overall,injuryLocation_position_defender,Football,6,5,6
descriptive_only,incidence,overall,injuryLocation_position_goalkeeper,Football,11,6,11
descriptive_only,incidence,overall,injuryLocation_position_midfielder,Football,6,5,6
descriptive_only,incidence,overall,injuryLocation_shoulder,Football,14,14,14
descriptive_only,incidence,overall,injuryLocation_shoulder,Futsal,1,1,1
descriptive_only,incidence,overall,injuryLocation_side_left,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_side_right,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_thigh,Football,50,34,50
descriptive_only,incidence,overall,injuryLocation_thigh,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_thoracic_spine,Football,1,1,1
descriptive_only,incidence,overall,injuryLocation_trunk_overall,Football,13,7,13
descriptive_only,incidence,overall,injuryLocation_trunk_overall,Futsal,1,1,1
descriptive_only,incidence,overall,injuryLocation_upper_arm,Football,2,2,2
descriptive_only,incidence,overall,injuryLocation_upper_limb_overall,Football,22,14,22
descriptive_only,incidence,overall,injuryLocation_upper_limb_overall,Futsal,2,2,2
descriptive_only,incidence,overall,injuryLocation_wrist,Football,4,4,4
descriptive_only,incidence,overall,injuryTissueType_abrasion,Football,3,2,3
descriptive_only,incidence,overall,injuryTissueType_bone,Football,19,12,19
descriptive_only,incidence,overall,injuryTissueType_bone,Futsal,2,2,2
descriptive_only,incidence,overall,injuryTissueType_bone_fracture,Football,23,20,23
descriptive_only,incidence,overall,injuryTissueType_bone_fracture,Futsal,2,2,2
descriptive_only,incidence,overall,injuryTissueType_bone_stress,Football,2,2,2
descriptive_only,incidence,overall,injuryTissueType_brain_spinal,Football,1,1,1
descriptive_only,incidence,overall,injuryTissueType_bursitis,Football,1,1,1
descriptive_only,incidence,overall,injuryTissueType_cartilage_injury,Football,6,6,6
descriptive_only,incidence,overall,injuryTissueType_cartilage_injury,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_cartilage_synovium_bursa,Football,8,6,8
descriptive_only,incidence,overall,injuryTissueType_concussion,Football,23,18,23
descriptive_only,incidence,overall,injuryTissueType_injury_diagnosis,Football,24,15,24
descriptive_only,incidence,overall,injuryTissueType_joint_sprain,Football,20,14,20
descriptive_only,incidence,overall,injuryTissueType_joint_sprain,Futsal,2,2,2
descriptive_only,incidence,overall,injuryTissueType_laceration,Football,7,5,7
descriptive_only,incidence,overall,injuryTissueType_ligament_joint_capsule,Football,33,22,33
descriptive_only,incidence,overall,injuryTissueType_ligament_joint_capsule,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_muscle_contusion,Football,2,2,2
descriptive_only,incidence,overall,injuryTissueType_muscle_injury,Football,44,32,44
descriptive_only,incidence,overall,injuryTissueType_muscle_injury,Futsal,2,2,2
descriptive_only,incidence,overall,injuryTissueType_muscle_tendon,Football,27,15,27
descriptive_only,incidence,overall,injuryTissueType_muscle_tendon,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_nervous,Football,10,8,10
descriptive_only,incidence,overall,injuryTissueType_non_specific_tissue,Football,22,11,22
descriptive_only,incidence,overall,injuryTissueType_non_specific_tissue,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_physis,Football,1,1,1
descriptive_only,incidence,overall,injuryTissueType_superficial_contusion,Football,31,20,31
descriptive_only,incidence,overall,injuryTissueType_superficial_contusion,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_superficial_tissues_skin,Football,10,8,10
descriptive_only,incidence,overall,injuryTissueType_tendinopathy,Football,15,11,15
descriptive_only,incidence,overall,injuryTissueType_tendinopathy,Futsal,1,1,1
descriptive_only,incidence,overall,injuryTissueType_tendon_injury,Football,2,2,2
descriptive_only,incidence,overall,injuryTissueType_tendon_rupture,Football,1,1,1
descriptive_only,incidence,overall,injuryTissueType_tendon_rupture,Futsal,1,1,1
descriptive_only,incidence,overall,lower_limb,Football,1,1,1
descriptive_only,incidence,overall,muscle,Football,1,1,1
descriptive_only,incidence,overall,restricted_acute_muscle_strain,Football,5,1,1
descriptive_only,incidence,overall,restricted_ankle,Football,7,1,1
descriptive_only,incidence,overall,restricted_groin_injury,Football,2,1,2
descriptive_only,incidence,overall,restricted_hamstring_muscle_injury,Football,1,1,1
descriptive_only,incidence,overall,restricted_hamstring_strain_injury,Football,2,1,2
descriptive_only,incidence,overall,restricted_head_and_neck_injury,Football,2,1,1
descriptive_only,incidence,overall,restricted_lower_limb,Football,10,2,3
descriptive_only,incidence,overall,restricted_muscle,Football,16,2,5
descriptive_only,incidence,overall,restricted_non_contact_hamstring_injury,Football,1,1,1
descriptive_only,incidence,overall,restricted_non_contact_hamstring_injury_during_official_match,Football,2,1,1
descriptive_only,incidence,overall,restricted_non_contact_lower_limb_injury,Football,5,1,1
descriptive_only,incidence,overall,restricted_non_contact_lower_limb_muscle_injury,Football,12,1,12
descriptive_only,incidence,overall,restricted_shoulder_injury,Football,8,1,1
